,ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
2274,1274,Ram Prasad Paul,SURYAMANINAGAR,BJP,0,1 Crore+,20 Lac+,TRIPURA,8th Pass
2275,1275,Satyapal Singh Rathore,ALIGANJ,BJP,1,7 Crore+,0,UTTAR PRADESH,10th Pass
2276,1276,Raut Sunil Rajaram,VIKHROLI,SHS,3,5 Crore+,1 Crore+,MAHARASHTRA,12th Pass
2277,1277,Rakkam A. Sangma,RONGARA SIJU (ST),NPP,0,1 Crore+,8 Lac+,MEGHALAYA,Post Graduate
2278,1278,Dr. Shailendra Beldale,BIDAR SOUTH,BJP,1,4 Crore+,2 Crore+,KARNATAKA,Graduate Professional
2279,1279,Suresh Modi,NEEM KA THANA,INC,1,14 Crore+,0,RAJASTHAN,Graduate Professional
2280,1280,Surendra Kumar,GOKALPUR,AAP,4,9 Crore+,3 Crore+,DELHI,10th Pass
2281,1281,Pankaj Kumar Malik,CHARTHAWAL,SP,1,6 Crore+,41 Lac+,UTTAR PRADESH,Graduate Professional
2282,1282,Pradeep Kumar Chaudhary,BULANDSHAHR,BJP,1,4 Crore+,0,UTTAR PRADESH,12th Pass
2283,1283,Thoguru Arthur,NANDIKOTKUR,YSRCP,0,1 Crore+,77 Lac+,ANDHRA PRADESH,Graduate
2284,1284,Saravanan.P.S.T,KALASAPAKKAM,DMK,1,4 Crore+,47 Lac+,TAMIL NADU,Post Graduate
2285,1285,Brijmohan Agrawal,RAIPUR CITY SOUTH,BJP,0,17 Crore+,98 Lac+,CHHATTISGARH,Post Graduate
2286,1286,Monica Rajeev Rajale,SHEVGAON,BJP,0,9 Crore+,1 Crore+,MAHARASHTRA,Graduate
2287,1287,Om Prakash Yadav,NARNAUL,BJP,0,1 Crore+,62 Lac+,HARYANA,Graduate
2288,1288,R. Rajendran,SALEM NORTH,DMK,16,2 Crore+,8 Lac+,TAMIL NADU,Graduate Professional
2289,1289,Sreenivasan.C,DINDIGUL,AIADMK,0,0,0,TAMIL NADU,Post Graduate
2290,1290,Krishna V. Salkar,VASCO-DA-GAMA,BJP,1,5 Crore+,7 Lac+,GOA,Graduate
2291,1291,Kurasala Kannababu,KAKINADA RURAL,YSRCP,3,85 Lac+,16 Lac+,ANDHRA PRADESH,Post Graduate
2292,1292,H. C. Balakrishna,MAGADI,INC,2,35 Crore+,12 Crore+,KARNATAKA,Graduate Professional
2293,1293,Dr Arun Kumar,BAREILLY,BJP,0,14 Crore+,0,UTTAR PRADESH,Graduate Professional
2294,1294,Sharanabasappa Darshanapur,SHAHAPUR,INC,0,15 Crore+,91 Lac+,KARNATAKA,Graduate Professional
2295,1295,Kargatiya Bhagvanjibhai Lakhabhai,MANGROL,BJP,0,1 Crore+,0,GUJARAT,10th Pass
2296,1296,Priyakrishna,GOVINDARAJANAGAR,INC,1,1156 Crore+,881 Crore+,KARNATAKA,Post Graduate
2297,1297,Maddali Giridhara Rao,GUNTUR WEST,TDP,0,49 Crore+,13 Crore+,ANDHRA PRADESH,Graduate
2298,1298,Talem Taboh,RUMGONG,JD(U),0,9 Crore+,0,ARUNACHAL PRADESH,Graduate Professional
2299,1299,Umakant Singh,CHANPATIA,BJP,0,15 Crore+,8 Crore+,BIHAR,10th Pass
2300,1300,Krishan Kumar Mantoo,AMNOUR,BJP,9,7 Crore+,4 Crore+,BIHAR,10th Pass
2301,1301,Nilabati Saha,SAINTHIA (SC),AITC,0,1 Crore+,4 Lac+,WEST BENGAL,Graduate
2302,1302,Karikho Kri,TEZU,IND,5,18 Crore+,74 Thou+,ARUNACHAL PRADESH,10th Pass
2303,1303,Sankar Kumar Naskar,FALTA,AITC,0,1 Crore+,0,WEST BENGAL,8th Pass
2304,1304,Neelesh Pusaram Uikey,PANDHURNA (ST),INC,1,1 Crore+,2 Lac+,MADHYA PRADESH,Graduate
2305,1305,Ashok,HINDOLI,INC,3,28 Crore+,24 Crore+,RAJASTHAN,Post Graduate
2306,1306,Agrawal Vinod Santoshkumar,GONDIA,IND,2,0,36 Lac+,MAHARASHTRA,12th Pass
2307,1307,Balwant Baswant Wankhade,DARYAPUR (SC),INC,1,1 Crore+,4 Lac+,MAHARASHTRA,12th Pass
2308,1308,Naresh Kataria,ZIRA,AAP,2,3 Crore+,13 Lac+,PUNJAB,10th Pass
2309,1309,Biswajit Phukan,SARUPATHAR,BJP,0,10 Crore+,5 Crore+,ASSAM,Post Graduate
2310,1310,Mane Yashwant Vitthal,MOHOL (SC),NCP,0,12 Crore+,10 Crore+,MAHARASHTRA,Graduate
2311,1311,Ghanshyam Dass,YAMUNANAGAR,BJP,0,0,69 Lac+,HARYANA,Graduate Professional
2312,1312,Sudesh Rai,SEHORE,BJP,0,74 Crore+,2 Crore+,MADHYA PRADESH,Graduate Professional
2313,1313,Kuldeep Singh Rathore,THEOG,INC,8,4 Crore+,0,HIMACHAL PRADESH,Post Graduate
2314,1314,S Rajakumar,MAYILADUTHURAI,INC,1,8 Crore+,26 Lac+,TAMIL NADU,Post Graduate
2315,1315,Anil Vij,AMBALA CANTT,BJP,0,1 Crore+,13 Lac+,HARYANA,Graduate
2316,1316,N.Ramakrishnan,CUMBUM,DMK,7,7 Crore+,1 Lac+,TAMIL NADU,Post Graduate
2317,1317,Harsh Ramesh Sanghvi,MAJURA,BJP,1,17 Crore+,8 Crore+,GUJARAT,8th Pass
2318,1318,Bikram Singh,JASWAN-PRAGPUR,BJP,0,2 Crore+,54 Lac+,HIMACHAL PRADESH,Graduate Professional
2319,1319,Sudharsanam. S,MADHAVARAM,DMK,22,37 Crore+,6 Crore+,TAMIL NADU,Post Graduate
2320,1320,Mahendra Nath Yadav,BASTI SADAR,SP,13,0,0,UTTAR PRADESH,Post Graduate
2321,1321,Saroj Sonkar,BALHA (SC),BJP,0,2 Crore+,12 Lac+,UTTAR PRADESH,Post Graduate
2322,1322,Surendra Maithani,GOVINDNAGAR,BJP,2,10 Crore+,72 Lac+,UTTAR PRADESH,Graduate Professional
2323,1323,Dr. Saptarshi Banerjee,BASIRHAT DAKSHIN,AITC,0,6 Crore+,10 Lac+,WEST BENGAL,Post Graduate
2324,1324,Keshav Singh Desai,GOHAD (SC),INC,1,1 Crore+,0,MADHYA PRADESH,10th Pass
2325,1325,Bawan Singh,KATRA BAZAR,BJP,1,5 Crore+,84 Lac+,UTTAR PRADESH,Graduate
2326,1326,Nisha Singh,PRANPUR,BJP,0,2 Crore+,27 Lac+,BIHAR,Graduate
2327,1327,Rajesh Nagar,TIGAON,BJP,0,10 Crore+,2 Crore+,HARYANA,12th Pass
2328,1328,Lakheshwar Baghel,BASTAR (ST),INC,0,0,87 Lac+,CHHATTISGARH,Graduate
2329,1329,Udhayakumar R B,THIRUMANGALAM,AIADMK,0,1 Crore+,0,TAMIL NADU,Post Graduate
2330,1330,Manohar Lal,MEHRONI (SC),BJP,3,15 Crore+,0,UTTAR PRADESH,12th Pass
2331,1331,Puthai Longon,NOKLAK (ST),NCP,0,4 Crore+,0,NAGALAND,Graduate
2332,1332,Antony John,KOTHAMANGALAM,CPI(M),0,1 Crore+,28 Lac+,KERALA,Graduate
2333,1333,Bhabesh Kalita,RANGIYA,BJP,0,1 Crore+,34 Lac+,ASSAM,Graduate Professional
2334,1334,Madan Singh Bisht,DWARAHAT,INC,0,1 Crore+,1 Lac+,UTTARAKHAND,Graduate Professional
2335,1335,Ravi Subramanya L.A.,BASAVANAGUDI,BJP,1,10 Crore+,5 Crore+,KARNATAKA,Post Graduate
2336,1336,Yogendra Singh Baba,LAKHNADON (ST),INC,0,2 Crore+,60 Thou+,MADHYA PRADESH,Post Graduate
2337,1337,Manju Agrawal,SHERGHATI,RJD,4,4 Crore+,0,BIHAR,Graduate Professional
2338,1338,Manappa D Vajjal,LINGSUGUR (SC),BJP,0,30 Crore+,0,KARNATAKA,5th Pass
2339,1339,Bidhan Upadhyay,BARABANI,AITC,1,4 Crore+,1 Crore+,WEST BENGAL,12th Pass
2340,1340,Anila Bhendia,DONDI LOHARA (ST),INC,0,7 Crore+,96 Lac+,CHHATTISGARH,Post Graduate
2341,1341,Kisan Shankar Kathore,MURBAD,BJP,1,10 Crore+,13 Lac+,MAHARASHTRA,10th Pass
2342,1342,Prem Nrayan Pandey,TARABGANJ,BJP,1,1 Crore+,12 Lac+,UTTAR PRADESH,12th Pass
2343,1343,Chander Shekhar,DHARAMPUR,INC,1,45 Lac+,4 Lac+,HIMACHAL PRADESH,Graduate Professional
2344,1344,Narinder Kaur Bharaj,SANGRUR,AAP,1,24 Thou+,0,PUNJAB,Graduate Professional
2345,1345,Ajay,COLONELGANJ,BJP,1,12 Crore+,2 Crore+,UTTAR PRADESH,Post Graduate
2346,1346,Engineer Narendra Prajapati,MANGAWAN (SC),BJP,0,53 Lac+,0,MADHYA PRADESH,Graduate Professional
2347,1347,Katakadhond Vitthal Dondiba,NAGTHAN (SC),INC,1,6 Crore+,20 Lac+,KARNATAKA,12th Pass
2348,1348,Nauksham,KAMAN,BJP,0,2 Lac+,0,RAJASTHAN,Post Graduate
2349,1349,Sangeeta Sinha,SANJARI BALOD,INC,0,5 Crore+,54 Lac+,CHHATTISGARH,Graduate
2350,1350,Kottagulli Bhagya Lakshmi,PADERU,YSRCP,0,56 Lac+,32 Lac+,ANDHRA PRADESH,Post Graduate
2351,1351,Mohinder Goyal,RITHALA,AAP,1,4 Crore+,2 Lac+,DELHI,10th Pass
2352,1352,Chhanga Trikam Bijal,ANJAR,BJP,0,99 Lac+,4 Lac+,GUJARAT,Graduate Professional
2353,1353,Nitin Nabin,BANKIPUR,BJP,5,1 Crore+,24 Thou+,BIHAR,12th Pass
2354,1354,Dr. Suresh Audimulapu,YERRAGONDAPALEM,YSRCP,2,16 Crore+,2 Crore+,ANDHRA PRADESH,Doctorate
2355,1355,Poluboina Anil Kumar,NELLORE CITY,YSRCP,2,0,96 Lac+,ANDHRA PRADESH,Graduate Professional
2356,1356,Raja Venkatappa Naik,SHORAPUR (ST),INC,6,23 Crore+,79 Lac+,KARNATAKA,12th Pass
2357,1357,Sudhir Kumar Samal,DHENKANAL,BJD,6,14 Crore+,2 Crore+,ODISHA,8th Pass
2358,1358,Dr. Chandrakant Shetye,BICHOLIM,IND,0,59 Crore+,3 Crore+,GOA,Post Graduate
2359,1359,Michael Vincent Lobo,CALANGUTE,INC,3,92 Crore+,28 Crore+,GOA,12th Pass
2360,1360,Kamleshbhai Rameshbhai Patel,PETLAD,BJP,0,1 Crore+,0,GUJARAT,Post Graduate
2361,1361,Sudhanshu Shekhar,HARLAKHI,JD(U),0,77 Lac+,0,BIHAR,Graduate
2362,1362,Natham.R.Viswanathan,NATHAM,AIADMK,3,4 Crore+,0,TAMIL NADU,Graduate
2363,1363,Anandan M S M,PALLADAM,AIADMK,0,0,1 Crore+,TAMIL NADU,10th Pass
2364,1364,Sushil Kumar Shakya,AMRITPUR,BJP,0,2 Crore+,31 Lac+,UTTAR PRADESH,12th Pass
2365,1365,Suresh Damu Bhole,JALGAON CITY,BJP,5,22 Crore+,3 Crore+,MAHARASHTRA,Graduate
2366,1366,Anbalagan.K.P.,PALACODE,AIADMK,0,18 Crore+,15 Crore+,TAMIL NADU,12th Pass
2367,1367,Ekade Rajesh Panditrao,MALKAPUR,INC,2,1 Crore+,32 Lac+,MAHARASHTRA,12th Pass
2368,1368,Padma Hazarika,SOOTEA,BJP,1,10 Crore+,1 Crore+,ASSAM,12th Pass
2369,1369,A Dhanwati Chandela A,RAJOURI GARDEN,AAP,0,0,98 Lac+,DELHI,10th Pass
2370,1370,K Tokugha Sukhalu,ZUNHEBOTO (ST),NDPP,0,0,0,NAGALAND,Post Graduate
2371,1371,Chaitanyasinh Pratapsinh Zala,PADRA,BJP,1,70 Lac+,27 Thou+,GUJARAT,Graduate Professional
2372,1372,Abhilash Pandey,JABALPUR UTTAR,BJP,1,6 Crore+,0,MADHYA PRADESH,Doctorate
2373,1373,Abdul Batin Khandakar,ABHAYAPURI NORTH,INC,0,1 Crore+,27 Lac+,ASSAM,Graduate Professional
2374,1374,Basan Gouda Turvihal,MASKI (ST),INC,1,2 Crore+,31 Lac+,KARNATAKA,10th Pass
2375,1375,Jmh.Aassan Maulaana,VELACHERY,INC,5,11 Crore+,0,TAMIL NADU,Post Graduate
2376,1376,Bhumare Sandipanrao Asaram,PAITHAN,SHS,9,2 Crore+,22 Lac+,MAHARASHTRA,10th Pass
2377,1377,Inderbir Singh Nijjar,AMRITSAR SOUTH,AAP,1,36 Crore+,40 Lac+,PUNJAB,Post Graduate
2378,1378,Mekapati Chandra Sekhar Reddy,UDAYAGIRI,YSRCP,0,18 Crore+,1 Crore+,ANDHRA PRADESH,12th Pass
2379,1379,Sena Mahesh Patel,JOBAT (ST),INC,2,4 Crore+,75 Lac+,MADHYA PRADESH,Graduate
2380,1380,Arvindbhai Jinabhai Ladani,MANAVADAR,INC,0,96 Lac+,3 Lac+,GUJARAT,12th Pass
2381,1381,Gyanendra Kumar Singh,BARH,BJP,1,4 Crore+,27 Lac+,BIHAR,Graduate
2382,1382,Laljit Singh Rathia,DHARAMJAIGARH (ST),INC,0,1 Crore+,93 Lac+,CHHATTISGARH,Post Graduate
2383,1383,Kedar Jayprakash Naik,SALIGAO,INC,1,4 Crore+,1 Crore+,GOA,Graduate
2384,1384,S.Regupathy,THIRUMAYAM,DMK,23,0,9 Lac+,TAMIL NADU,Graduate Professional
2385,1385,Vijay Revnath Chore,SAUNSAR,INC,0,1 Crore+,67 Lac+,MADHYA PRADESH,12th Pass
2386,1386,H. D. Thammaiah,CHICKAMAGALUR,INC,0,6 Crore+,2 Crore+,KARNATAKA,12th Pass
2387,1387,Arjun Lal Jingar,KAPASAN (SC),BJP,0,2 Crore+,27 Lac+,RAJASTHAN,Post Graduate
2388,1388,Jayant Malaiya,DAMOH,BJP,1,39 Crore+,47 Lac+,MADHYA PRADESH,Graduate Professional
2389,1389,Ramesh Tawadkar,CANACONA,BJP,1,1 Crore+,40 Lac+,GOA,Graduate Professional
2390,1390,Amrendra Kumar Pandey,KUCHAIKOTE,JD(U),11,0,93 Lac+,BIHAR,12th Pass
2391,1391,Rajesh Kachhap,KHIJRI (ST),INC,0,2 Crore+,12 Lac+,JHARKHAND,Graduate
2392,1392,Jakir Hossain,JANGIPUR,AITC,0,67 Crore+,6 Crore+,WEST BENGAL,10th Pass
2393,1393,Narayan Singh Panwar,BIAORA,BJP,1,0,36 Lac+,MADHYA PRADESH,12th Pass
2394,1394,Rajib Lochan Saren,BANDWAN (ST),AITC,0,0,20 Lac+,WEST BENGAL,Graduate Professional
2395,1395,Manoj Tewari,ALMORA,INC,0,2 Crore+,0,UTTARAKHAND,Graduate
2396,1396,Gurlal Ghanaur,GHANAUR,AAP,0,2 Crore+,25 Lac+,PUNJAB,12th Pass
2397,1397,Adhikari Mangobinda,BHATAR,AITC,11,41 Lac+,90 Thou+,WEST BENGAL,12th Pass
2398,1398,Kinikar Balaji Pralhad,AMBARNATH (SC),SHS,0,9 Crore+,1 Crore+,MAHARASHTRA,Graduate Professional
2399,1399,Tongpang Ozukum,ANGETYONGPANG (ST),NDPP,0,2 Crore+,0,NAGALAND,Graduate
2400,1400,Manoj Kumar Oraon,KUMARGRAM (ST),BJP,0,26 Lac+,0,WEST BENGAL,Graduate Professional
2401,1401,A.P.Nandakumar,ANAIKATTU,DMK,10,26 Crore+,7 Crore+,TAMIL NADU,12th Pass
2402,1402,Manish Jaiswal,HAZARIBAGH,BJP,1,27 Crore+,5 Crore+,JHARKHAND,Graduate
2403,1403,Virendrasinh Bahadursinh Jadeja,RAPAR,BJP,0,4 Crore+,50 Lac+,GUJARAT,8th Pass
2404,1404,Xavier Chittilappilly,WADAKKANCHERY,CPI(M),10,42 Lac+,0,KERALA,8th Pass
2405,1405,Karan Singh Verma,ICHHAWAR,BJP,0,0,23 Lac+,MADHYA PRADESH,12th Pass
2406,1406,Abdur Rahim Quazi,BADURIA,AITC,1,43 Lac+,0,WEST BENGAL,Post Graduate
2407,1407,Niral Purty,MAJHGAON (ST),JMM,0,1 Crore+,0,JHARKHAND,12th Pass
2408,1408,Prahlad Singh Patel,NARSINGPUR,BJP,0,8 Crore+,1 Crore+,MADHYA PRADESH,Graduate Professional
2409,1409,Abhay Singh,GOSHAINGANJ,SP,10,6 Crore+,36 Lac+,UTTAR PRADESH,Graduate
2410,1410,Narendra Kumar Niraj,GOPALPUR,JD(U),3,0,0,BIHAR,Graduate
2411,1411,Ramesh Chennithala,HARIPAD,INC,7,3 Crore+,2 Crore+,KERALA,Graduate
2412,1412,Jai Devi,MALIHABAD (SC),BJP,0,7 Crore+,0,UTTAR PRADESH,Literate
2413,1413,Venzy Viegas,BENAULIM,AAP,0,5 Crore+,5 Lac+,GOA,Others
2414,1414,Akash Pandurang Fundkar,KHAMGAON,BJP,1,7 Crore+,70 Lac+,MAHARASHTRA,Graduate Professional
2415,1415,Gudiya Katheriya,AURAIYA (SC),BJP,0,10 Lac+,0,UTTAR PRADESH,8th Pass
2416,1416,Kamlesh Pratap Shah,AMARWARA (ST),INC,0,16 Crore+,3 Crore+,MADHYA PRADESH,10th Pass
2417,1417,Badal,JARMUNDI,INC,0,34 Lac+,1 Lac+,JHARKHAND,12th Pass
2418,1418,Mahesh Parmar,TARANA (SC),INC,8,2 Crore+,79 Lac+,MADHYA PRADESH,Post Graduate
2419,1419,Prahlad Lodhi,PAWAI,BJP,3,56 Lac+,10 Lac+,MADHYA PRADESH,8th Pass
2420,1420,Shanthana Gowda.D.G.,HONNALI,INC,2,20 Crore+,4 Crore+,KARNATAKA,8th Pass
2421,1421,Balmukundachary,HAWA MAHAL,BJP,2,77 Lac+,20 Lac+,RAJASTHAN,Literate
2422,1422,Saurabh Singh,KASTA (SC),BJP,0,1 Crore+,4 Lac+,UTTAR PRADESH,Post Graduate
2423,1423,Vinod Sultanpuri,KASAULI (SC),INC,0,5 Crore+,32 Lac+,HIMACHAL PRADESH,Graduate
2424,1424,Satyendar Jain,SHAKUR BASTI,AAP,2,8 Crore+,74 Lac+,DELHI,Graduate
2425,1425,Gabriel Denwang Wangsu,KANUBARI,BJP,0,1 Crore+,0,ARUNACHAL PRADESH,Graduate
2426,1426,Velam Palli Srinivasa Rao,VIJAYWADA WEST,YSRCP,2,10 Crore+,2 Crore+,ANDHRA PRADESH,10th Pass
2427,1427,Akhilesh Yadav,KARHAL,SP,1,40 Crore+,43 Lac+,UTTAR PRADESH,Graduate Professional
2428,1428,Mahendra Nagesh,GOTEGAON (SC),BJP,0,3 Crore+,15 Lac+,MADHYA PRADESH,12th Pass
2429,1429,Arjun Lal,BILARA (SC),BJP,0,3 Crore+,18 Lac+,RAJASTHAN,Others
2430,1430,Sukhjinder Singh Randhawa,DERA BABA NANAK,INC,0,5 Crore+,15 Lac+,PUNJAB,12th Pass
2431,1431,Rikesh Sen,VAISHALI NAGAR,BJP,2,0,7 Lac+,CHHATTISGARH,12th Pass
2432,1432,Kalusingh Thakur,DHARAMPURI (ST),BJP,0,2 Crore+,8 Lac+,MADHYA PRADESH,8th Pass
2433,1433,Ramkrishna Ghosh,HOJAI,BJP,0,16 Lac+,0,ASSAM,Post Graduate
2434,1434,A Kiran Kumar Kodgi,KUNDAPUR,BJP,0,19 Crore+,1 Crore+,KARNATAKA,Graduate
2435,1435,Ajay Solanki,NAHAN,INC,2,1 Crore+,0,HIMACHAL PRADESH,12th Pass
2436,1436,Surendra Singh Rathore,KUMBHALGARH,BJP,1,5 Crore+,1 Crore+,RAJASTHAN,12th Pass
2437,1437,Sarvesh Singh,SIRSAGANJ,SP,0,2 Crore+,45 Lac+,UTTAR PRADESH,12th Pass
2438,1438,Sumit Godara,LUNKARANSAR,BJP,0,3 Crore+,7 Lac+,RAJASTHAN,Post Graduate
2439,1439,Ahir Hemantbhai Hardasbhai,JAMJODHPUR,AAP,0,2 Crore+,14 Lac+,GUJARAT,10th Pass
2440,1440,Srikanta Mahata,SALBONI,AITC,3,82 Lac+,27 Lac+,WEST BENGAL,Graduate
2441,1441,Sunil Chandrakant Bhuasara,VEKRAMGRTH (ST),NCP,2,82 Lac+,55 Lac+,MAHARASHTRA,12th Pass
2442,1442,Laxman Singh Yadav,KOSLI,BJP,0,3 Crore+,57 Lac+,HARYANA,10th Pass
2443,1443,Usha Devi,CHIKITI,BJD,0,1 Crore+,6 Lac+,ODISHA,10th Pass
2444,1444,Dr. Manik Bhattacharya,PALASHIPARA,AITC,0,2 Crore+,0,WEST BENGAL,Doctorate
2445,1445,Karumanickam,TIRUVADANAI,INC,0,3 Crore+,0,TAMIL NADU,Graduate Professional
2446,1446,S. Toiho Yeptho,SURUHUTO (ST),NCP,0,7 Crore+,0,NAGALAND,Graduate
2447,1447,Mahendra Hardia,INDORE-5,BJP,0,7 Crore+,1 Crore+,MADHYA PRADESH,Post Graduate
2448,1448,Arundhuti Maitra (Lovely),SONARPUR DAKSHIN,AITC,0,90 Lac+,0,WEST BENGAL,Graduate
2449,1449,Ram Achal Rajbhar,AKBARPUR,SP,4,1 Crore+,0,UTTAR PRADESH,Graduate
2450,1450,Dr. Raghuvir Singh Kadian,BERI,INC,0,16 Crore+,1 Crore+,HARYANA,Doctorate
2451,1451,Praveen Patel,PHULPUR,BJP,1,40 Crore+,2 Crore+,UTTAR PRADESH,Post Graduate
2452,1452,Montu Solanki,SENDHWA (ST),INC,4,39 Lac+,28 Lac+,MADHYA PRADESH,12th Pass
2453,1453,Shashi Bhusan Behera,KENDRAPARA,BJD,0,1 Crore+,1 Lac+,ODISHA,Graduate
2454,1454,Dipak Pralhad Chavan,PHALTAN (SC),NCP,1,83 Lac+,69 Lac+,MAHARASHTRA,Post Graduate
2455,1455,Bagde Haribhau Kisanrao,PHOLAMBARI,BJP,3,25 Crore+,1 Crore+,MAHARASHTRA,10th Pass
2456,1456,Labh Singh Ugoke,BHADAUR (SC),AAP,0,3 Lac+,0,PUNJAB,12th Pass
2457,1457,H. Tovihoto Ayemi,DIMAPUR-I,BJP,0,9 Crore+,33 Lac+,NAGALAND,Graduate
2458,1458,K.A. Pandian,CHIDAMBARAM,AIADMK,0,6 Crore+,1 Crore+,TAMIL NADU,Post Graduate
2459,1459,Yeluri Samba Siva Rao,PARCHUR,TDP,0,41 Crore+,48 Lac+,ANDHRA PRADESH,Post Graduate
2460,1460,Paresh Paul,BELEGHATA,AITC,3,4 Crore+,0,WEST BENGAL,Graduate
2461,1461,Tinku Roy,CHANDIPUR,BJP,0,4 Crore+,50 Lac+,TRIPURA,12th Pass
2462,1462,Taraprasad Bahinipati,JEYPORE,INC,13,2 Crore+,20 Lac+,ODISHA,10th Pass
2463,1463,Balaji Devidasrao Kalyankar,NANDED NORTH,SHS,2,1 Crore+,50 Lac+,MAHARASHTRA,12th Pass
2464,1464,S.T. Somashekar,YESHWANTHAPURA,BJP,1,27 Crore+,3 Crore+,KARNATAKA,Graduate
2465,1465,Biplab Mitra,HARIRAMPUR,AITC,0,2 Crore+,9 Lac+,WEST BENGAL,Graduate Professional
2466,1466,T.M.Tamilselvam,UTHANGARAI (SC),AIADMK,0,45 Lac+,0,TAMIL NADU,10th Pass
2467,1467,Kishor Kanani (Kumar),VARACHHA ROAD,BJP,0,1 Crore+,10 Lac+,GUJARAT,8th Pass
2468,1468,Prof. Baljinder Kaur,TALWANDI SABO,AAP,3,1 Crore+,60 Thou+,PUNJAB,Post Graduate
2469,1469,Mhathung Yanthan,SANIS (ST),NDPP,0,8 Crore+,0,NAGALAND,Post Graduate
2470,1470,Dr.Jayrambhai Chemabhai Gamit,NIZAR (ST),BJP,0,46 Lac+,1 Lac+,GUJARAT,Doctorate
2471,1471,Prakash Sundarrao Solanke,MAJALGAON,NCP,0,11 Crore+,15 Lac+,MAHARASHTRA,Graduate
2472,1472,Surajit Datta,RAMNAGAR,BJP,0,97 Lac+,13 Lac+,TRIPURA,12th Pass
2473,1473,Kusum Tete,SUNDARGARH,BJP,0,0,83 Lac+,ODISHA,Graduate
2474,1474,Rajeev Kumar,DHANAURA (SC),BJP,0,1 Crore+,14 Lac+,UTTAR PRADESH,Post Graduate
2475,1475,Radha Singh,CHITRANGI (ST),BJP,0,6 Crore+,0,MADHYA PRADESH,Post Graduate
2476,1476,Girish Soni,MADIPUR,AAP,0,0,2 Lac+,DELHI,Others
2477,1477,Bharamgouda Alagouda Kage,KAGWAD,INC,0,17 Crore+,0,KARNATAKA,Graduate
2478,1478,Kottu Satyanarayana,TADEPALLIGUDEM,YSRCP,0,8 Crore+,1 Crore+,ANDHRA PRADESH,12th Pass
2479,1479,Sarita Arya,NAINITAL(SC),BJP,0,55 Lac+,0,UTTARAKHAND,10th Pass
2480,1480,Durlabhjibhai Harakhjibhai Dethariya,TANKARA,BJP,0,5 Crore+,1 Crore+,GUJARAT,10th Pass
2481,1481,M. Sivasankar,OZHUKARAI,IND,0,9 Crore+,35 Lac+,PUDUCHERRY,Post Graduate
2482,1482,Sanjay Waman Sawkare,BHUSAWAL (SC),BJP,0,2 Crore+,0,MAHARASHTRA,Others
2483,1483,Mrinal Saikia,KHUMTAI,BJP,0,86 Lac+,0,ASSAM,Post Graduate
2484,1484,Suhaib Alias Mannu Ansari,MOHAMMADABAD,SP,0,22 Lac+,0,UTTAR PRADESH,Graduate
2485,1485,Kirodi Lal,SAWAI MADHOPUR,BJP,12,3 Crore+,57 Lac+,RAJASTHAN,Graduate Professional
2486,1486,Golu Shukla Alias Rakesh Shukla,INDORE-3,BJP,0,61 Crore+,6 Crore+,MADHYA PRADESH,12th Pass
2487,1487,Pradip Kumar Amat,BOUDH,BJD,0,1 Crore+,2 Lac+,ODISHA,Post Graduate
2488,1488,Baleshwar Sahu,JAIJAIPUR,INC,1,8 Crore+,3 Crore+,CHHATTISGARH,Post Graduate
2489,1489,Devi Singh Shekhawat,BANSUR,BJP,0,5 Crore+,2 Crore+,RAJASTHAN,Graduate
2490,1490,Ravikumar Gowda (Ganiga),MANDYA,INC,7,21 Crore+,18 Crore+,KARNATAKA,12th Pass
2491,1491,Nayan Pal Rawat,PRITHLA,IND,0,2 Crore+,43 Lac+,HARYANA,Post Graduate
2492,1492,Mutchu Mithi,ROING,NPP,0,4 Crore+,0,ARUNACHAL PRADESH,Graduate
2493,1493,Nainar Nagenthran,TIRUNELVELI,BJP,1,0,4 Crore+,TAMIL NADU,Post Graduate
2494,1494,Patel Vipulkumar Vinubhai,SOJITRA,BJP,0,2 Crore+,0,GUJARAT,12th Pass
2495,1495,Delilah Michael Lobo,SIOLIM,INC,2,92 Crore+,28 Crore+,GOA,Graduate
2496,1496,Senthilbalaji V,KARUR,DMK,30,2 Crore+,9 Lac+,TAMIL NADU,Graduate
2497,1497,Dilip Mondal,BISHNUPUR (SC),AITC,1,1 Crore+,55 Lac+,WEST BENGAL,12th Pass
2498,1498,Kropol Vitsu,SOUTHERN ANGAMI-II (ST),BJP,0,3 Crore+,35 Lac+,NAGALAND,Graduate Professional
2499,1499,Yadvendra Singh (Jaggu Bhaiya),TIKAMGARH,INC,2,8 Crore+,14 Lac+,MADHYA PRADESH,Post Graduate
2500,1500,Swapan Debnath,PURBASTHALI DAKSHIN,AITC,1,96 Lac+,0,WEST BENGAL,Post Graduate
2501,1501,Jeevan Jyot Kaur,AMRITSAR EAST,AAP,1,4 Crore+,41 Lac+,PUNJAB,Graduate Professional
2502,1502,K Konngam Konyak,PHOMCHING (ST),BJP,0,11 Crore+,0,NAGALAND,8th Pass
2503,1503,Balkrushna Khanderao Shukla (Balu Shukla),RAOPURA,BJP,0,0,29 Lac+,GUJARAT,Post Graduate
2504,1504,Rajesh Kumar Singh,MOHIUDDINNAGAR,BJP,0,3 Crore+,35 Lac+,BIHAR,Graduate
